0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
avgo,Q4,2019,1,1,1,675,518,0,0,0.103481515,0.019178082,0.031092653,0,0,0,0.209752818,1,6.785686803,1,1,0,1,0,1,1,1,1,0,-0.924,289.65,273.98,4.73,0.32,1,0.112248901,3,1,0,1,2,4,2,3,4,1,4,80,93,,
fast,Q4,2019,1,1,1,335,337,0,0,0.198861178,0.33730386,0.198797457,0,2,0,0.71927237,1,4.913272158,1,0,0,1,0,0,1,1,1,1,0.108,62.84,57.36,0.64,-0.01,1,0.181280373,3,1,1,1,5,5,4,0,0,1,4,40,0,1,0
pnc,Q4,2019,1,1,1,508,606,0,0,0.345543807,0.018579235,0.014019035,0,2,0,0.017104714,1,15888000,1,1,1,1,0,1,0,0,1,0,-0.357,125.37,126.91,2.53,-0.04,0,0.201071951,4,1,0,1,2,5,4,5,4,1,4,40,91,0,1
sti,Q4,2019,0,1,1,406,478,0,0,0.332192185,0.189054726,0.011036016,0,2,0,0.030468785,1,4.885236448,1,1,1,1,0,1,0,0,1,0,-0.111,62.98,61.01,1.26,0.12,0,0.21343797,3,0,0,1,2,5,4,5,4,1,4,50,91,0,0
zion,Q4,2019,1,0,0,259,291,0,0,0.362088975,0.367521368,0.008930727,0,2,0,0.015833746,1,2.362888483,1,1,1,1,0,1,0,0,1,0,0.837,47.63,47.16,0.96,0.03,1,0.091268425,4,1,0,1,5,5,3,5,4,1,4,80,91,0,0
arnc,Q4,2019,0,1,0,236,238,1,1,0.036265432,1.157446809,-0.003953414,0,0,0,0.050819197,1,2.316767966,0,1,1,1,2,0,0,0,0,0,0,19.37,19.57,0.35,0.03,0,0.083272623,5,0,0,1,2,5,1,5,3,1,3,50,0,,
hog,Q4,2019,1,1,1,195,250,0,0,0.152967015,0.395999718,0.052318877,0,0,0,0.123648149,1,5.835229251,1,1,0,1,1,0,0,1,0,0,-0.94,37.6,37.88,0.56,-0.11,0,0.07521522,3,1,0,1,3,5,4,5,4,1,4,50,0,1,0
syk,Q4,2019,0,1,1,574,520,0,1,0.165782707,0.505574406,0.045952156,0,2,0,0.127609069,1,6.300759494,0,1,0,0,0,1,1,1,1,0,0,192.84,175.38,1.82,0.03,1,0.087095977,3,1,1,1,4,5,3,5,3,1,3,50,56,1,0
pkg,Q4,2019,1,1,1,292,259,0,0,0.128566774,0.19309679,0.107882211,0,2,0,0.213230716,1,2.203459947,0,1,0,1,1,0,1,1,0,0,-0.239,99.16,94.5,1.94,0.03,0,0.074462666,4,1,1,1,2,5,2,5,4,1,4,75,72,0,0
pypl,Q4,2019,1,1,1,836,659,0,0,0.168015885,0.184090909,0.044023152,0,2,0,0.102138822,1,8.569371728,1,0,0,1,0,0,0,0,1,1,-0.058,102.78,90.73,0.65,0.02,1,0.087973194,5,0,0,1,5,5,2,2,0,1,0,60,0,1,0
alle,Q4,2019,1,1,1,203,207,1,0,0.164313595,0.300732878,0.107513769,0,0,0,0.162508776,1,9.548770817,1,1,0,1,0,0,1,1,1,1,12.833,90.84,87.3,0.84,0,1,0.087759046,5,0,0,0,5,5,4,5,3,1,3,40,72,,
aal,Q4,2019,1,1,1,288,270,0,0,0.0796537,0.622385862,0.024287203,0,2,0,0.088565295,1,1.293967637,0,1,1,1,2,0,0,0,0,0,0,32.54,34.14,0.46,0.03,0,0.08835135,3,1,0,1,2,5,2,5,0,1,4,60,72,,
itw,Q4,2019,0,1,0,490,564,1,0,0.228447674,0.484097859,0.100536353,0,0,0,0.197030596,1,8.050618673,1,1,0,1,0,0,1,1,1,0,0,147.61,136.75,1.72,0.01,0,0.097286145,4,1,1,1,5,5,4,5,3,1,4,50,0,,
jci,Q4,2019,0,0,0,301,448,0,0,0.084780591,0.275605942,0.031050035,0,2,0,0.0010229,1,4.929259925,0,0,1,1,1,0,0,0,0,0,0.543,36.22,33.9,0.28,0.02,0,0.132516883,4,1,0,1,4,5,4,5,0,1,4,60,91,,
jnpr,Q4,2019,1,1,1,249,208,0,0,0.16148154,0.622813501,0.031137505,0,2,0,0.244541908,1,4.92331799,1,1,1,1,0,0,0,0,1,0,0,26.79,27.58,0.18,0.02,0,0.109502797,3,1,0,1,4,5,4,5,3,1,4,40,0,1,1
lkq,Q4,2019,1,1,1,269,298,0,0,0.079340785,0.304918618,0.056982096,0,2,0,0.100557748,1,10.663702,1,0,1,1,2,0,1,0,0,1,-0.71,28.97,27.32,0.53,-0.01,1,0.082148508,3,1,0,1,2,5,4,1,3,1,0,75,0,,
ups,Q4,2019,0,1,1,668,716,0,0,0.108513481,0.313094572,0.108142634,0,0,0,0.03333108,1,2.978207795,0,0,0,1,1,0,1,1,0,0,-0.587,111.15,107.77,1.36,0.04,0,0.101414824,4,1,1,1,4,5,3,5,3,1,4,100,0,,
vlo,Q4,2019,1,1,1,514,625,1,1,0.036275408,-0.295915186,0.081043901,0,2,0,0.201115269,1,3.217139738,1,1,1,1,2,0,1,0,0,0,-0.598,85.37,84.73,0.14,1.05,0,0.111285141,3,0,0,1,1,5,4,5,4,1,4,60,0,,
vrsn,Q4,2019,1,1,1,251,239,0,0,0.514131466,0.236663038,0.155463711,0,2,0,0.167265943,1,4.42139477,1,0,1,1,0,1,1,0,1,0,0.772,183.61,163.45,1.24,0.37,0,0.095899201,3,1,0,1,5,5,4,2,1,1,4,40,0,,
vrtx,Q4,2019,1,1,1,332,338,0,0,-0.006304216,6.840716426,0.074304275,0,2,0,0.561905636,1,3.152439017,1,0,0,0,0,1,1,1,1,1,14.4,183.65,179.2,0.58,0.24,1,0.054335772,3,1,0,1,4,5,4,5,0,1,4,80,0,,
wec,Q4,2019,1,1,1,372,343,0,0,0.207517814,0.241620464,0.038103227,0,0,0,0.094059832,1,0.358293905,0,1,1,1,0,0,0,0,1,0,-0.526,77.76,72.83,1.23,0.02,1,0.129230302,3,1,1,1,5,5,5,5,3,1,4,25,0,,
xel,Q4,2019,1,1,1,364,302,0,0,0.148193616,0.320710059,0.026679061,0,0,0,0.099002375,1,0.336133463,0,1,1,1,0,0,0,0,0,0,0.132,55.84,52.13,0.58,0,0,0.125263425,2,1,1,1,5,5,5,5,3,1,4,25,0,,
aon,Q4,2019,1,0,0,337,290,0,0,0.068513703,0.364963504,0.046994787,0,0,0,0.034235075,1,17.72695035,1,1,0,1,0,0,1,1,0,0,0,169.66,160.31,3.21,0.03,0,0.106270958,3,0,0,1,5,5,4,5,1,1,0,40,0,,
cog,Q4,2019,1,1,1,237,252,1,1,-0.130736516,1.439481691,0.021236661,0,2,0,0.407617365,1,0.568742505,0,1,0,1,0,1,1,1,1,1,0,26.17,24.85,0.39,-0.03,1,0.075872541,3,0,0,1,5,5,4,5,3,1,3,40,91,,
cvx,Q4,2019,1,1,1,1121,1059,0,0,0.072330078,-0.005205509,0.036228458,0,2,0,0.196340215,1,0.717368551,0,1,1,1,1,0,0,0,0,1,0.199,123.68,117.58,1.08,0.08,0,0.111610956,3,1,1,1,4,5,4,5,3,1,4,100,0,,
cl,Q4,2019,1,1,1,539,726,0,0,0.225637375,0.37654144,0.159671821,0,0,0,0.245636612,1,3.79518664,1,1,1,1,0,0,1,1,1,0,0.876,67.1,63.98,0.63,0.01,0,0.118848402,4,1,0,1,5,5,4,5,1,1,3,40,0,,
ipg,Q4,2019,0,0,0,287,208,0,0,0.112624607,0.322323868,0.043637394,0,0,0,0.086397617,1,11.49062116,1,1,0,1,1,0,0,1,0,1,0.293,21.86,22.46,-0.03,0.1,1,0.127018294,4,1,1,1,3,5,4,5,0,1,4,50,72,,
tsco,Q4,2019,1,0,0,319,335,1,0,0.092680209,0.371621491,0.147310223,0,2,0,0.435453929,1,6.9472103,0,1,0,1,1,0,1,1,0,0,0.247,96.2,91.5,0.52,0.02,1,0.070202817,3,1,0,1,5,5,4,5,3,1,4,80,69,,
vtr,Q4,2019,1,0,0,345,349,0,0,0.365101216,-0.045948934,0.056626842,0,1,0,0.111067077,1,0.179037289,1,0,1,1,0,0,0,0,1,0,-0.841,62.59,60.99,0.28,-0.18,0,0.12785615,3,0,0,1,4,5,4,5,0,1,0,40,0,,
wy,Q4,2019,1,1,1,353,571,0,1,0.099499722,0.187150838,0.032227698,0,2,0,0.131113537,1,0.476398544,1,0,1,1,0,0,0,0,0,0,0,26.04,25.9,0.07,-0.01,0,0.084655819,3,0,0,1,1,5,4,5,2,1,0,40,0,,
are,Q4,2019,0,1,1,225,199,0,1,0.171950661,5.15E-06,0.013970064,0,2,0,0.080216923,1,0.110240262,1,0,1,0,0,1,0,0,1,1,0,141.75,129,0.41,-0.82,1,0.136856455,3,0,0,1,5,5,4,5,1,1,4,40,69,,
googl,Q4,2019,0,1,1,1269,1084,0,0,0.245302422,0.534365462,0.064178008,0,2,0,0.828053491,1,2.615553406,1,0,0,1,0,0,1,1,1,1,0,1214.68,1118.09,9.32,1.95,1,0.114206078,3,1,0,1,5,5,2,4,2,1,0,80,87,,
goog,Q4,2019,1,1,1,1159,993,0,0,0.245302422,0.534365462,0.064178008,0,2,0,0.828053491,1,2.615553406,1,0,0,1,0,0,1,1,1,1,0,1210.1,1109.95,9.32,1.95,1,0.111835599,5,0,0,0,5,5,2,4,2,1,0,80,87,,
leg,Q4,2019,1,1,1,226,227,1,1,0.109539023,0.32037037,0.082403965,0,1,0,0.188008475,1,5.940352463,1,1,0,1,1,0,1,1,0,0,0.46,42.73,40.28,0.5,0.09,1,0.092110444,3,1,1,1,4,5,4,5,3,1,4,50,0,,
nxpi,Q4,2019,0,1,1,379,357,1,0,0.193280035,-0.269983231,0.092103622,0,2,0,0.236814091,1,4.359868111,1,1,1,1,0,0,0,1,1,0,-0.633,95.15,85.51,1.52,0.05,0,0.075860973,3,1,0,1,3,5,2,1,4,1,4,80,91,,
vno,Q4,2019,1,1,1,180,237,0,0,0.153140122,0.132533286,0.013071437,0,0,0,0.075416017,1,0.175876581,1,0,0,0,0,0,0,0,1,0,1.55,67.96,67.72,0.16,0.04,0,0.126446142,3,0,0,1,4,5,4,5,2,1,4,40,0,,
wdc,Q4,2019,0,1,1,324,379,0,0,0.040276541,0.483745124,0.013295378,0,2,0,0.186368073,1,6.295087372,1,1,1,1,2,0,1,0,0,0,0,50.41,46.41,0.38,-0.06,0,0.039465162,5,0,0,1,5,5,3,5,4,1,4,40,93,,
wynn,Q4,2019,0,1,1,252,247,0,0,0.092298885,-0.587191153,0.058917866,0,0,0,0.16172663,1,0.714241002,0,1,0,1,0,0,1,1,0,0,-0.055,127.62,116.21,1.24,-0.29,0,0.029756343,5,0,0,1,2,5,3,5,2,1,4,60,0,1,0
amd,Q4,2019,1,1,1,364,272,1,1,-0.002855511,-1.2,-0.009290541,0,2,0,0.00405954,1,20.12643678,0,0,0,1,0,0,1,1,0,0,0,25.75,22.63,0.01,0,0,0.073208368,3,1,0,1,2,5,0,4,0,1,0,40,0,,
aos,Q4,2019,1,1,1,261,261,0,0,0.17379117,0.430683564,0.092731594,0,2,0,0.210241546,1,5.66591038,1,1,0,1,0,0,1,1,1,0,4.564,53.77,48.64,0.52,0.04,0,0.09716857,3,1,1,1,3,5,2,5,3,1,4,50,87,,
amg,Q4,2019,0,1,1,221,255,0,1,0.462950108,0.054727767,0.079233748,0,2,0,0.353413655,1,20.76576577,1,1,1,1,0,0,1,0,0,0,0,109.59,108.71,3.22,0.02,0,0.095809357,4,1,0,1,1,5,2,5,0,1,3,40,0,1,1
aapl,Q4,2019,0,1,1,1536,1423,0,1,0.279578946,0.245564762,0.128826412,0,2,0,0.266193342,1,6.785483823,1,1,0,1,0,0,1,1,1,0,-0.005,194.37,182.22,2.12,0.01,0,0.083592387,3,1,0,1,4,5,3,5,0,1,4,100,0,,
arnc,Q4,2019,0,1,0,237,240,1,1,0.036265432,1.157446809,-0.003953414,0,0,0,0.050819197,1,2.316767966,0,1,1,1,2,0,0,0,0,0,0,19.37,19.57,0.35,0.03,0,0.078384857,5,0,0,1,2,5,1,5,3,1,3,50,0,,
bhge,Q4,2019,0,1,0,310,184,1,1,-0.01622342,-0.253571429,-0.001279579,0,2,0,-0.0446943,0,2.480097715,1,0,1,1,1,0,0,0,0,0,3.226,27.04,25.85,0.08,0,0,0.11645736,4,1,0,1,2,5,4,5,0,1,4,50,0,,
chrw,Q4,2019,1,1,1,277,281,1,0,0.048990812,0.306906459,0.119195653,0,2,0,0.136650832,1,64.55797435,1,0,0,1,2,0,1,1,0,0,0.227,88.54,88.34,1.08,0.13,0,0.08389974,3,1,0,1,5,5,3,1,3,1,3,40,0,,
chtr,Q4,2019,1,1,1,355,345,0,0,0.02472283,-8.839494163,0.067486002,0,0,0,0.120635369,1,1.227012512,0,0,1,1,0,0,0,0,0,0,-0.969,355.18,326.15,0.98,-0.22,1,0.130137908,3,1,0,1,0,5,4,5,3,1,0,80,0,,
cxo,Q4,2019,0,1,1,278,282,0,0,0.366320166,-0.085130533,0.06961841,0,2,0,0.351878763,1,0.184418373,0,0,1,0,0,1,1,1,1,1,4.667,110.53,120.11,0.48,-0.19,1,0.098088734,5,0,0,1,2,5,4,5,4,1,0,40,74,,
cop,Q4,2019,0,1,0,696,778,1,0,-0.087522592,0.696749522,-0.011654535,0,2,0,0.166278988,1,0.654028851,0,1,1,0,1,0,1,1,1,1,0.183,66.48,66.87,0.75,0.12,0,0.084818871,3,1,1,1,2,4,4,5,4,1,4,80,0,,
glw,Q4,2019,0,1,1,395,498,0,0,0.163799921,1.29993965,-0.018076671,0,2,0,0.170931423,1,0.721695085,0,1,1,1,0,0,0,0,0,1,0,34.26,32.51,0.37,0.02,1,0.087786598,3,1,1,1,4,5,3,5,2,1,4,60,0,,
dvn,Q4,2019,0,1,1,261,422,1,1,0.089014279,0.019404916,0.029694785,0,2,0,0.180268947,1,0.595447065,0,1,1,0,1,1,0,0,1,1,5.279,31.61,29.26,0.06,-0.22,0,0.068173936,4,1,1,1,2,5,3,5,5,1,0,50,0,,
etn,Q4,2019,0,1,1,464,524,0,0,0.165065673,0.113420428,0.091499862,0,2,0,0.173873345,1,5.826384923,1,1,1,1,1,0,1,0,0,0,-0.005,82.29,76.08,1.21,0.03,0,0.087252572,3,1,0,1,4,5,3,5,3,1,4,40,0,,
ecl,Q4,2019,1,1,1,487,475,0,0,0.127378776,0.13833409,0.075367546,0,2,0,0.169890412,1,3.732270508,0,1,0,1,0,0,1,1,0,0,-0.298,178.96,161.04,0.99,0.01,0,0.112527833,4,1,0,1,5,5,4,5,1,1,3,40,0,,
lly,Q4,2019,0,1,1,659,699,1,1,0.096076742,1.092882497,-0.004537471,0,0,0,0.168570322,1,2.591208293,1,1,0,1,0,0,1,1,1,0,0,124.59,117.69,1.06,-0.01,0,0.172047352,2,1,0,1,4,5,4,5,1,1,4,60,0,,
eqr,Q4,2019,1,1,1,257,240,0,0,0.254453942,0.000760107,0.029335752,0,2,0,0.130094192,1,0.124268971,1,0,1,0,0,1,0,0,1,0,-0.066,75.23,70.63,0.24,-0.05,0,0.122539573,3,0,0,1,5,5,4,5,1,1,4,40,0,,
exr,Q4,2019,0,1,1,204,237,0,1,0.462223075,0.007000137,0.064202656,0,0,0,0.12610441,1,0.157689669,1,0,0,0,0,1,0,1,1,0,-0.53,100.88,94.95,0.67,0.05,1,0.137600257,5,0,0,1,0,5,4,5,2,1,4,40,37,,
fis,Q4,2019,0,1,1,339,346,0,0,0.112251961,-0.329907503,0.051414825,0,2,0,0.127024661,1,14.20983607,1,1,0,1,0,0,0,0,0,0,-0.681,111.05,106.32,1.5,0.02,0,0.116810483,5,0,0,0,5,5,4,5,1,1,0,40,0,,
fisv,Q4,2019,0,1,1,381,462,0,0,0.244030899,0.113669065,0.121100204,0,0,0,0.198729823,1,14.60512821,1,0,0,1,0,0,1,1,1,0,-0.476,86.72,80.82,0.8,-0.02,1,0.131851608,3,1,0,1,5,5,4,2,1,1,4,40,0,,
hca,Q4,2019,0,1,1,358,291,0,0,0.100449397,0.37388724,0.06055803,0,2,0,0.130470328,1,2.4372171,0,1,1,1,2,0,1,0,0,0,1.245,128.58,132.86,2.16,0.41,1,0.157362752,5,0,0,1,3,5,4,5,4,1,0,60,72,,
ipgp,Q4,2019,1,1,1,208,251,0,0,0.391706515,0.370164404,0.146842651,1,2,1,1.175286215,1,3.061431185,1,0,0,1,0,1,1,1,1,0,0.427,161.29,141.37,1,-0.01,0,0.054059505,4,1,1,1,1,5,1,1,3,1,0,50,0,,
incy,Q4,2019,1,1,1,229,230,0,0,-0.203285215,-0.002728233,-0.135996025,0,2,1,-0.138384679,0,5.913913837,1,1,0,1,0,0,0,0,0,1,0,82.21,74.19,0.24,-0.06,1,0.193630389,5,0,0,0,5,5,3,5,0,1,0,40,0,,
kkr,Q4,2019,0,1,1,187,171,1,1,0.556970179,0.080566218,0.022216892,0,2,0,-0.140321681,0,8.107920542,1,0,1,0,0,1,1,0,1,0,0,23.68,22.71,0.34,0.06,1,0.14628783,5,0,0,1,3,5,4,5,4,1,4,40,91,,
lh,Q4,2019,1,1,1,331,411,1,0,0.104530462,-0.144222738,0.073598033,0,2,0,0.152120714,1,6.040079691,1,0,1,1,1,0,1,0,0,0,-0.77,153.92,149.3,2.49,0.03,0,0.141963173,3,1,0,1,2,5,4,5,3,1,0,50,0,,
oke,Q4,2019,0,1,1,438,384,0,0,0.08549441,0.429747858,0.023022821,0,0,0,0.117862281,1,0.958716822,0,0,0,1,0,0,1,1,0,0,3.646,69.22,64.05,0.64,-0.03,0,0.103728829,3,1,1,1,5,5,4,5,3,1,4,40,69,,
pcar,Q4,2019,0,1,1,295,290,0,1,0.111701034,0.229190632,0.071466967,0,0,0,0.176468677,1,5.216053189,0,1,1,0,1,0,1,1,0,1,-0.019,69.09,63.24,1.53,0.12,1,0.097513248,5,0,0,0,3,5,4,5,0,1,4,100,74,,
pfe,Q4,2019,0,1,1,985,1249,1,1,0.234156739,-0.735451886,0.124030105,0,2,0,0.1644681,1,3.789830508,1,1,0,1,0,0,1,1,1,0,0,41.66,42.7,0.66,0.01,0,0.165578313,4,1,1,1,3,5,4,5,3,1,4,100,0,,
psx,Q4,2019,0,1,1,663,608,0,0,0.03980963,-0.476230661,0.093910357,0,2,0,0.135396949,1,4.161230196,0,1,1,0,2,0,1,1,0,0,-0.3,96.87,95.32,0.15,1.86,0,0.108524981,3,1,1,1,2,5,4,5,0,1,4,60,93,,
stx,Q4,2019,0,1,1,249,325,1,1,0.075666141,0.052760736,0.083297367,0,0,0,0.242408907,1,5.523589744,1,1,0,0,1,0,1,1,1,0,1.415,48.2,43.84,0.65,0.14,0,0.045624406,5,0,0,1,5,5,3,5,4,1,4,40,93,,
spg,Q4,2019,0,1,1,402,327,0,1,0.409531221,0.010291212,0.06038762,0,0,0,0.129141049,1,0.226459638,1,0,0,0,0,1,1,1,1,0,0.248,179.76,178.95,1.65,0.4,0,0.135599711,3,1,1,1,4,5,5,5,3,1,4,40,0,,
vrsk,Q4,2019,0,1,1,318,247,0,0,0.322114488,0.196671491,0.092204707,0,0,0,0.181567315,1,13.53438486,1,0,0,1,0,0,1,1,1,0,-0.285,133.64,121.67,0.99,-0.03,1,0.110346198,3,1,0,1,5,5,4,2,1,1,4,40,0,,
vrtx,Q4,2019,1,1,1,335,335,0,0,-0.006304216,6.840716426,0.074304275,0,2,0,0.561905636,1,3.152439017,1,0,0,0,0,1,1,1,1,1,14.4,183.65,179.2,0.58,0.24,1,0.049448006,3,1,0,1,4,5,4,5,0,1,4,80,0,,
well,Q4,2019,1,1,1,353,357,1,0,0.132162024,0.03589536,0.018707618,0,2,0,0.113429279,1,0.172245925,1,0,1,0,0,0,0,0,1,1,0,76.1,72.43,0.5,-0.25,1,0.14887966,5,0,0,1,4,5,4,5,1,1,4,40,0,,
wrk,Q4,2019,0,1,1,277,382,0,0,0.057713144,0.185401119,0.02822751,0,2,0,0.129301547,1,1.629656844,0,1,1,1,2,0,0,0,0,0,-0.877,38.09,40.73,0.52,0.04,1,0.133241508,3,1,1,1,1,4,3,5,4,1,4,50,0,,
adp,Q4,2019,0,1,1,585,702,0,0,0.20445403,0.315159417,0.04662184,0,2,0,0.064027347,1,15.87357354,1,1,0,1,0,0,0,1,1,0,-0.167,158.85,145.45,1.63,0.16,1,0.106426892,5,0,0,0,4,5,5,1,5,1,0,25,0,,
jci,Q4,2019,0,0,0,310,438,0,0,0.084780591,0.275605942,0.031050035,0,2,0,0.0010229,1,4.929259925,0,0,1,1,1,0,0,0,0,0,0.543,36.22,33.9,0.28,0.02,0,0.127629117,4,1,0,1,4,5,4,5,0,1,4,60,91,,
amg,Q4,2019,0,1,1,222,247,0,1,0.462950108,0.054727767,0.079233748,0,2,0,0.353413655,1,20.76576577,1,1,1,1,0,0,1,0,0,0,0,109.59,108.71,3.22,0.02,0,0.074011716,4,1,0,1,1,5,2,5,0,1,3,40,0,1,1
bhf,Q4,2019,0,1,0,208,252,0,0,-0.089925428,0.385365854,-0.001686055,0,2,1,0.016201363,1,6839000,1,0,1,1,2,0,0,0,0,1,1.159,39.14,37.99,1.8,0,0,0.095852605,4,1,1,1,5,5,2,5,4,1,4,100,81,0,1
fmc,Q4,2019,0,1,1,257,246,0,0,0.06280831,1.460730088,0.058199277,0,2,0,0.051621738,1,2.807842372,1,1,0,1,0,0,1,1,0,1,-0.939,78.43,72.73,1.58,0.22,0,0.098728817,3,1,0,1,2,4,3,5,3,1,4,40,72,1,1
klac,Q4,2019,0,1,0,355,361,0,0,0.337138299,0.210671931,0.167398236,0,0,0,0.256711279,1,12.25464918,1,1,0,1,0,1,1,1,1,1,0,120.25,102.59,1.62,0.24,1,0.080811065,5,0,0,1,3,5,3,5,4,1,4,40,93,1,1
lbtya,Q4,2019,1,1,1,122,137,0,0,-0.187214004,-0.113163753,-0.048233582,0,0,0,0.111476101,1,0.796975051,1,0,0,0,1,0,0,0,0,0,0,26.68,24.76,-0.35,-0.56,0,0.070440321,5,0,0,1,1,0,3,2,2,1,0,60,0,1,0
lbtyk,Q4,2019,1,1,1,164,180,0,0,-0.187214004,-0.113163753,-0.048233582,0,0,0,0.111476101,1,0.796975051,1,0,0,1,1,0,0,0,0,0,0,25.89,24.04,0,0.7,0,0.076728433,5,0,0,1,2,5,3,2,2,1,0,40,0,1,0
mos,Q4,2019,0,1,1,289,295,1,0,0.052730316,1.266700793,-0.00575311,0,2,0,0.104010318,1,0.762935428,0,1,1,1,1,0,0,0,0,1,0,27.02,30.78,0.13,0.2,0,0.093852545,5,0,0,1,1,4,3,5,3,1,0,50,0,1,1
emr,Q4,2019,0,1,1,596,696,0,1,0.152974319,0.282655246,0.07749247,0,2,0,0.17672613,1,4.596205962,1,0,0,1,0,0,1,1,1,0,0.186,70.37,66.68,0.82,0.08,1,0.104372328,3,1,0,1,3,5,2,5,3,1,4,60,0,1,0
myl,Q4,2019,0,1,1,273,252,0,0,0.075833284,0.22923588,0.01943792,0,0,0,0.091774191,1,5.090718652,1,0,1,1,1,0,0,0,0,0,-0.79,27.56,29.86,0.7,-0.06,0,0.144063123,3,1,0,1,5,5,4,5,2,1,4,80,0,1,0
aes,Q4,2019,0,0,0,274,286,0,0,0.079962013,1.175771971,-0.035062817,0,0,0,0.08423441,1,0.518821443,0,1,0,0,1,0,0,1,1,0,0,17.84,16.33,0.29,0.04,0,0.105128952,4,0,0,1,4,5,4,5,4,1,4,50,93,0,1
alb,Q4,2019,0,1,1,275,304,1,1,0.172945687,0.812778452,0.007076714,0,2,0,0.077287853,1,1.232087466,0,1,1,1,0,0,1,1,1,0,0,81.57,85.91,1.2,0.06,0,0.136473936,3,1,1,1,2,4,4,5,4,1,4,50,91,0,1
cbre,Q4,2019,1,1,1,277,309,0,0,0.062877578,0.399337336,0.059488432,0,2,0,0.118562679,1,30.15640424,1,0,0,1,2,0,1,1,0,1,1.473,50.6,45.61,0.5,0.09,1,0.087553067,5,0,0,1,5,5,3,5,3,1,0,100,91,1,1
ctrp,Q4,2019,0,1,1,183,204,0,0,0.129086431,0.371494652,0.013282791,0,2,0,0.09347438,1,4.771367521,1,0,1,1,2,0,0,0,0,1,0,43.59,34.45,0.22,0.16,1,0.107612228,5,0,0,1,5,5,2,5,2,1,0,60,0,1,1
mpc,Q4,2019,0,1,1,559,659,0,0,0.044555181,-0.137559809,0.069973699,0,2,0,0.24291855,1,2.838293688,0,1,1,1,2,0,0,0,0,1,-0.528,61.19,63.24,-0.1,0.26,1,0.09902582,3,1,1,1,1,4,3,5,4,1,4,100,0,0,0
mchp,Q4,2019,0,1,1,349,408,0,0,0.026351312,-0.899777283,0.021413053,0,0,0,0.239912142,1,4.987267672,1,1,0,1,0,0,0,0,0,1,0,92.43,80.64,1.35,0.08,1,0.07716104,3,1,0,1,3,5,2,1,4,1,4,80,91,1,1
wynn,Q4,2019,0,1,1,252,240,0,0,0.092298885,-0.587191153,0.058917866,0,0,0,0.16172663,1,0.714241002,0,1,0,1,0,0,1,1,0,0,-0.055,127.62,116.21,1.24,-0.29,0,0.007958702,5,0,0,1,2,5,3,5,2,1,4,60,0,1,0
bdx,Q4,2019,0,1,1,593,602,0,0,0.080707848,-0.12704918,0.029151428,0,2,0,0.102880658,1,2.607373868,1,1,1,1,0,0,0,0,0,1,0,242.53,239.48,2.53,0.09,0,0.128598136,3,1,1,1,3,4,3,5,0,1,4,40,0,1,0
bkng,Q4,2019,0,1,1,577,517,0,0,0.346896932,0.467833599,0.091980669,0,2,0,0.328541226,1,26.41875,1,0,0,1,0,1,1,1,1,1,0,1803.67,1806.18,10.84,3.07,0,0.068501688,5,0,0,1,2,4,4,1,3,1,0,40,0,0,0
efx,Q4,2019,1,0,0,206,254,0,0,0.222056986,0.199035628,0.0811928,0,2,0,0.204286,1,5.929805996,1,1,0,1,0,0,0,0,0,0,-0.851,116.89,107.98,1.18,0.06,0,0.059378619,4,0,0,1,4,5,4,5,0,1,0,40,0,1,0
mtd,Q4,2019,1,1,1,255,238,0,0,0.210719571,0.345249747,0.147451276,0,0,0,0.257836981,1,4.077766355,1,0,0,1,0,0,1,1,1,0,1.354,729.06,639.08,4.02,0.1,0,0.115014822,3,1,0,1,0,5,2,5,1,1,0,50,0,1,1
symc,Q4,2019,0,1,1,264,212,0,1,-0.065190346,0.099236641,-0.005832508,0,2,0,-0.014230272,0,4.289220918,1,0,1,0,0,0,0,0,0,0,-0.952,23.65,21.79,0.39,0.05,0,0.074035886,4,1,0,1,5,5,2,2,2,1,4,80,0,1,0
tpr,Q4,2019,0,1,0,322,288,0,0,0.169106343,0.221343874,0.101344399,0,2,0,0.301728098,1,6.491611224,1,1,1,1,1,0,1,1,1,0,3.032,32.62,36.43,0.38,-0.04,0,0.103056183,4,1,1,1,1,4,4,5,4,1,4,50,0,1,0
mar,Q4,2019,0,1,1,303,427,0,0,0.596758055,0.510731053,0.061184266,0,0,0,0.109899329,1,2.786949247,1,1,0,1,0,1,1,1,1,0,2.649,131.56,119.11,1.31,0.05,0,0.096965773,5,0,0,1,2,5,3,5,2,1,4,60,0,1,0
viab,Q4,2019,0,1,1,325,269,0,0,0.166779763,0.132459313,0.079078403,0,0,0,0.096474525,1,13.56134969,1,1,1,1,2,0,1,1,1,0,-0.402,28.8,29.48,0.75,0.09,0,0.052920485,3,1,0,1,4,5,4,5,3,1,4,80,0,1,0
lulu,Q4,2019,1,1,1,342,254,0,0,0.173637815,0.43768886,0.129429172,0,2,1,1.218702291,1,5.593213862,1,0,0,1,0,0,1,1,1,1,0.824,172.97,147.73,0.67,0.11,1,0.019430807,3,1,0,1,4,5,4,5,2,1,4,40,0,,
